split,label,model_guess,confidence,line,source_file,line_no
train,,unclear,0.99,"edit ""RealNetworks-Outbound_Email""",kevinguenay_fgt_70g_branch.conf,2096
train,,unclear,0.99,route-policy ADD-PATH,batfish_ibgp_border01.txt,97
train,,unclear,0.99,set security zones security-zone EXT interfaces ge-0/0/1.0,jnprautomate_mnha_vsrx_a_junos.set,361
eval,,unclear,0.99,ip address 198.51.100.1 255.255.255.252,kitchen_sink.txt,97
train,,unclear,0.99,"edit ""Symantec-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,1985
eval,,unclear,0.99,aaa group server tacacs+ authservers,batfish_cisco_aaa.txt,90
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN865,saidvandeklundert_snmpv3_junos172.set,490
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN852,saidvandeklundert_snmpv3_junos172.set,575
train,,unclear,0.99,"edit ""RealNetworks-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,2108
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN703,saidvandeklundert_snmpv3_junos172.set,509
eval,,unclear,0.99,"snmp-server location ""IIC Azure Local Rack 1""",azlocal_tor1.txt,383
eval,,unclear,0.99,snmp-server group SECURE v3 priv,04-snmpv3.txt,8
eval,,unclear,0.99,"add bucket-size=0.1 burst-limit=0 burst-threshold=0 burst-time=0s disabled=no limit-at=0 max-limit=0 name=""2. DNS_"" packet-mark=DNS parent=UP priority=2 queue=default",routeros_diff_verbose_export.rsc,159
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN862,saidvandeklundert_snmpv3_junos172.set,578
train,,unclear,0.99,set category 94,kevinguenay_fgt_70g_branch.conf,10619
train,,unclear,0.99,"edit ""Bluejeans-Outbound_Email""",user_contrib_fg100e_fos7213.conf,20083
eval,,unclear,0.99,set policy-options prefix-list BGP-NH-ISP-2 192.168.98.11/32,jnprautomate_mnha_vsrx_a_junos.set,407
train,,logging_enabled:true,0.99,"<Syslog version=""1.0.2"" persisted_at=""1774255876.31"" description=""System logging settings"">",user_contrib_supergate_opn25.xml,4346
eval,,unclear,0.99,set interfaces irb unit 200 family inet address 172.16.200.1/24,kitchen_sink.set,119
train,,unclear,0.99,set default 3600,user_contrib_fg100e_fos7213.conf,22317
train,,unclear,0.99,"edit ""NewRelic-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,3734
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN842,saidvandeklundert_snmpv3_junos172.set,562
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN846,saidvandeklundert_snmpv3_junos172.set,728
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN812,saidvandeklundert_snmpv3_junos172.set,169
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN855,saidvandeklundert_snmpv3_junos172.set,209
train,,unclear,0.99,"add bucket-size=0.1 burst-limit=0 burst-threshold=0 burst-time=0s disabled=no limit-at=0 max-limit=0 name=""3. ACK_"" packet-mark=ACK parent=UP priority=3 queue=default",routeros_diff_verbose_export.rsc,160
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN821,saidvandeklundert_snmpv3_junos172.set,534
train,,unclear,0.99,"set [ find default-name=ether8 ] advertise=""10M-baseT-half,10M-baseT-full,100M-\",user_contrib_crs310_ros7.rsc,51
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN844,saidvandeklundert_snmpv3_junos172.set,547
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN829,saidvandeklundert_snmpv3_junos172.set,540
train,,unclear,0.99,!dst-address-type !dst-limit !dst-port !fragment !hotspot !icmp-options !in-bridge-port !in-bridge-port-list !in-interface !in-interface-list !ingress-priority !ipsec-policy !ipv4-options !layer7-protocol !limit log=no log-prefix=\,routeros_diff_verbose_export.rsc,296
eval,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN845,saidvandeklundert_snmpv3_junos172.set,371
train,,unclear,0.99,"set address=0.0.0.0 from=<> port=25 start-tls=no user=""""",routeros_diff_verbose_export.rsc,466
eval,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN708,saidvandeklundert_snmpv3_junos172.set,780
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN831,saidvandeklundert_snmpv3_junos172.set,542
eval,,unclear,0.99,set policy-options prefix-list VPN-SNAT-POOL-ISP-2 192.168.98.233/32,jnprautomate_mnha_vsrx_a_junos.set,431
train,,unclear,0.99,"set content ""FortiGate ${schedule_type} Security Report - Host Name: ${hostname}""",kevinguenay_fgt_vm_hub.conf,12393
eval,,unclear,0.99,"address ""192.168.1.250""",houdev_vyos_dhcpv6_pd_client.conf,103
train,,unclear,0.99,# SharePoint/MSU Cluster Nodes - Ports 1.1-1.3,azsupport_TOR1_Sample.cfg,141
eval,,unclear,0.99,"edit ""eBay-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,1367
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN837,saidvandeklundert_snmpv3_junos172.set,200
eval,,unclear,0.99,set 9 kind=mq-pfifo mq-pfifo-limit=50 name=multi-queue-ethernet-default,routeros_diff_verbose_export.rsc,133
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN912,saidvandeklundert_snmpv3_junos172.set,203
train,,unclear,0.99,"set comment ""Read-only profile that does no inspection.""",kevinguenay_fgt_70g_branch.conf,11641
eval,,unclear,0.99,switchport port-security mac-address sticky,08-port-security.txt,9
train,,unclear,0.99,"config system replacemsg utm ""client-virus-html""",kevinguenay_fgt_70g_branch.conf,828
eval,,unclear,0.99,set filter-mode category,user_contrib_fg100e_fos7213.conf,34381
train,,logging_enabled:true,0.99,service timestamps debug datetime msec,config-sample.txt,9
train,,unclear,0.99,set deviceconfig system update-schedule threats recurring threshold 48,iron_skillet_panorama_full.conf,43
train,,unclear,0.99,"set interfaces ae0 description ""Bonded uplink to spine""",kitchen_sink.set,106
train,,unclear,0.99,set policy-options policy-statement ISP-2-DEFAULT-ROUTE term 10 from protocol bgp,jnprautomate_mnha_vsrx_a_junos.set,454
eval,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN835,saidvandeklundert_snmpv3_junos172.set,721
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN856,saidvandeklundert_snmpv3_junos172.set,566
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN841,saidvandeklundert_snmpv3_junos172.set,561
train,,unclear,0.99,set policy-options prefix-list VPN-SNAT-POOL-ISP-2 192.168.98.232/32,jnprautomate_mnha_vsrx_a_junos.set,430
train,,unclear,0.99,"edit ""Skyfii-Outbound_Email""",kevinguenay_fgt_70g_branch.conf,5363
train,,unclear,0.99,platform console virtual,config-sample.txt,14
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN828,saidvandeklundert_snmpv3_junos172.set,450
train,,unclear,0.99,config wireless-controller wtp-profile,user_contrib_fg100e_fos7213.conf,34327
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN843,saidvandeklundert_snmpv3_junos172.set,457
eval,,unclear,0.99,ipv4 address 100.101.103.101 255.255.255.0,xrdtools_sr_xrd1.cfg,42
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN846,saidvandeklundert_snmpv3_junos172.set,283
eval,,unclear,0.99,"edit ""Tableau-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,3890
train,,unclear,0.99,set snmp-index 9,kevinguenay_fgt_70g_branch.conf,189
train,,unclear,0.99,set interfaces em0 unit 0 family inet6 address 2001:db8:293:b33f::fd/64,buraglio_netlab_junos184.set,15
train,,unclear,0.99,config hostname,kevinguenay_fgt_70g_branch.conf,11772
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN895,saidvandeklundert_snmpv3_junos172.set,396
train,,unclear,0.99,set policy-options policy-statement PROD-EXT term 10 from instance PROD,jnprautomate_mnha_vsrx_a_junos.set,509
train,,unclear,0.99,ip address 10.10.35.1 255.255.255.192,ios-layer2-layer3-secure-baseline-v1.cfg,200
eval,,unclear,0.99,ip address virtual 1.2.3.4/27,batfish_cisco_interface.txt,63
train,,unclear,0.99,set policy-options policy-statement MNHA_ROUTE_POLICY_ISP term 15 from prefix-list IKE-GW-RA-VPN,jnprautomate_mnha_vsrx_a_junos.set,492
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN706,saidvandeklundert_snmpv3_junos172.set,334
train,,unclear,0.99,set groups POC_Lab routing-options static route 10.255.255.0/24 next-hop 172.25.90.1,ksator_labmgmt_qfx10k2_junos173.set,25
train,,unclear,0.99,ip address 10.255.0.255/32,kitchen_sink.cfg,72
eval,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN801,saidvandeklundert_snmpv3_junos172.set,700
train,,unclear,0.99,config switch-controller ptp policy,user_contrib_fg100e_fos7213.conf,34063
train,,unclear,0.99,"edit ""Sophos-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,4574
eval,,unclear,0.99,"# Snapshot: Junos 25.4R1.12 set-form MPLS L3VPN PE -- CUSTOMERS vrf (RD 1.1.1.1:65001 + vrf-target), iBGP family inet-vpn unicast, LDP+MPLS core link, single static route.",batfish_l3vpn_pe1_junos2541.set,3
train,,unclear,0.99,spanning-tree link-type point-to-point,cml_saumur_iosxe1712_pvrstp.txt,109
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN811,saidvandeklundert_snmpv3_junos172.set,791
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN847,saidvandeklundert_snmpv3_junos172.set,819
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN855,saidvandeklundert_snmpv3_junos172.set,476
train,,unclear,0.99,set security ike policy MNHA-RA-VPN certificate trusted-ca ca-profile WINLAB-DC1_1,jnprautomate_mnha_vsrx_a_junos.set,95
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN812,saidvandeklundert_snmpv3_junos172.set,436
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching interface-mode trunk,saidvandeklundert_snmpv3_junos172.set,766
train,,unclear,0.99,set policy-options policy-statement S2S-PROD-VPN-1 term 10 from instance VPN,jnprautomate_mnha_vsrx_a_junos.set,522
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN835,saidvandeklundert_snmpv3_junos172.set,276
eval,,unclear,0.99,src-address=192.168.1.0/24 !src-address-list !src-address-type !src-mac-address !src-port !tcp-flags !tcp-mss !time !tls-host !ttl,routeros_diff_verbose_export.rsc,294
eval,,unclear,0.99,set security zones security-zone EXT-2 interfaces ge-0/0/2.0,jnprautomate_mnha_vsrx_a_junos.set,373
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN813,saidvandeklundert_snmpv3_junos172.set,526
eval,,unclear,0.99,snmp-server community dummycommunity group network-operator,batfish_cisco_snmp.txt,9
train,,unclear,0.99,address-family rtfilter unicast,racc_csr1000v_iosxe169_bgp_ospf.txt,221
train,,unclear,0.99,"address ""10.255.0.1/32""",kitchen_sink.conf,27
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN854,saidvandeklundert_snmpv3_junos172.set,564
train,,unclear,0.99,add auto-isolate=no bpdu-guard=no bridge=downstream broadcast-flood=yes disabled=no edge=auto fast-leave=no frame-types=admit-all horizon=none ingress-filtering=no interface=wlan1 internal-path-cost=10 learn=auto multicast-router=\,routeros_diff_verbose_export.rsc,208
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members V2022,ksator_labmgmt_qfx10k2_junos173.set,85
eval,,unclear,0.99,set interfaces xe-0/0/0 unit 0 family ethernet-switching vlan members V2022,ksator_labmgmt_ex4550_junos151.set,34
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN912,saidvandeklundert_snmpv3_junos172.set,470
train,,unclear,0.99,"edit ""cluster-vlan address""",user_contrib_fg100e_fos7213.conf,22836
train,,unclear,0.99,set deviceconfig setting tcp bypass-exceed-oo-queue no,iron_skillet_panos_full.conf,83
train,,unclear,0.99,set policy-options policy-statement INET-0-BGP_NextHops term 10 from prefix-list BGP-NH-ISP-1,jnprautomate_mnha_vsrx_a_junos.set,441
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN837,saidvandeklundert_snmpv3_junos172.set,467
train,,unclear,0.99,set interfaces xe-0/0/2 unit 0 family ethernet-switching vlan members V2024,ksator_labmgmt_ex4550_junos151.set,45
train,,unclear,0.99,#   ip address 10.103.15.186/30,canu_csm17_spine001_ipv6_vrf.cfg,10
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN835,saidvandeklundert_snmpv3_junos172.set,632
train,,unclear,0.99,set 0 disabled=no dst-address=::/0 group=default proposal=default protocol=all src-address=::/0 template=yes,routeros_diff_verbose_export.rsc,353
eval,,unclear,0.99,set routing-options router-id 191.168.100.1,ksator_labmgmt_qfx10k2_junos173.set,144
eval,,unclear,0.99,ip address 10.1.20.254/24,networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,72
train,,unclear,0.99,"set http-agent ""Chrome/ Safari/""",user_contrib_fg100e_fos7213.conf,28022
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN711,saidvandeklundert_snmpv3_junos172.set,338
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN846,saidvandeklundert_snmpv3_junos172.set,194
eval,,unclear,0.99,set policy-options policy-statement INTERNET-ISIS-EXPORT term EXPORT_v6 then accept,ksator_labmgmt_qfx10k2_junos173.set,211
eval,,unclear,0.99,set policy-options prefix-list VPN-SNAT-POOL-ISP-1 192.168.99.232/32,jnprautomate_mnha_vsrx_a_junos.set,427
train,,unclear,0.99,set security address-book global address 10.0.0.3/32 10.0.0.3/32,jnprautomate_mnha_vsrx_a_junos.set,153
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN839,saidvandeklundert_snmpv3_junos172.set,544
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN898,saidvandeklundert_snmpv3_junos172.set,583
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN836,saidvandeklundert_snmpv3_junos172.set,555
train,,unclear,0.99,set policy-options policy-statement INT-IKE-GWS term 900 then reject,jnprautomate_mnha_vsrx_a_junos.set,449
train,,unclear,0.99,default ip proxy-arp,batfish_cisco_interface.txt,116
eval,,unclear,0.99,ip address virtual 10.3.11.1/24,batfish_eos_evpn_vlan_based_leaf.txt,181
train,,unclear,0.99,set interfaces xe-0/0/1 unit 0 family ethernet-switching vlan members V2024,ksator_labmgmt_ex4550_junos151.set,37
train,,unclear,0.99,set policy-options policy-statement MNHA_ROUTE_POLICY_ISP term 25 then accept,jnprautomate_mnha_vsrx_a_junos.set,486
train,,unclear,0.99,"config system replacemsg webproxy ""ztna-client-cert-revoked""",kevinguenay_fgt_70g_branch.conf,690
train,,unclear,0.99,"edit ""VMware-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,2027
train,,unclear,0.99,config dh-group-29,user_contrib_fg100e_fos7213.conf,22092
train,,unclear,0.99,"edit ""Yandex-Outbound_Email""",kevinguenay_fgt_70g_branch.conf,4688
eval,,unclear,0.99,ip address 10.168.100.101 255.255.255.255,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,148
eval,,unclear,0.99,set bytes=yes dst-address=yes dst-address-mask=yes dst-mac-address=yes \,user_contrib_crs310_ros7.rsc,602
train,,unclear,0.99,set policy-options policy-statement INTERNET-ISIS-EXPORT term EXPORT-16 then accept,ksator_labmgmt_qfx10k2_junos173.set,205
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN846,saidvandeklundert_snmpv3_junos172.set,639
train,,unclear,0.99,set policy-options policy-statement vni20100-EXPORT term EVPN then accept,ksator_labmgmt_qfx10k2_junos173.set,268
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN848,saidvandeklundert_snmpv3_junos172.set,548
train,,unclear,0.99,set policy-options policy-statement ISP-DEFAULT-ROUTES term 10 from protocol bgp,jnprautomate_mnha_vsrx_a_junos.set,459
eval,,unclear,0.99,ip address virtual source-nat vrf Tenant_C_OPZone address 10.3.255.4,batfish_eos_evpn_vlan_based_leaf.txt,207
eval,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN712,saidvandeklundert_snmpv3_junos172.set,784
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN801,saidvandeklundert_snmpv3_junos172.set,255
train,,unclear,0.99,set interfaces ge-0/0/1 unit 0 family ethernet-switching interface-mode trunk,kitchen_sink.set,79
train,,unclear,0.99,config switch-controller virtual-port-pool,user_contrib_fg100e_fos7213.conf,34058
eval,,unclear,0.99,"set profiles virus Outbound-AV mlav-engine-filebased-enabled ""PowerShell Script 2"" mlav-policy-action enable",iron_skillet_panos_full.conf,465
eval,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN835,saidvandeklundert_snmpv3_junos172.set,187
train,,unclear,0.99,ipv6 address use-link-local-only,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,141
eval,,unclear,0.99,set action-type quarantine-fortinac,kevinguenay_fgt_70g_branch.conf,7903
eval,,unclear,0.99,profile g.8275.2 clock-type T-TSC,iosxr_design_cst_pa3_xr752.cfg,94
eval,,unclear,0.99,"set shared reports ""Wildfire verdicts SMTP"" period last-30-calendar-days",iron_skillet_panos_full.conf,790
train,,unclear,0.99,set security zones security-zone HA-ICD interfaces ge-0/0/6.0,jnprautomate_mnha_vsrx_a_junos.set,349
eval,,unclear,0.99,set sctp-filter-profile '',user_contrib_fg100e_fos7213.conf,32435
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN820,saidvandeklundert_snmpv3_junos172.set,711
eval,,unclear,0.99,set policy-options policy-statement bgp-ip-clos-out term loopbacks from route-filter 191.168.0.0/16 orlonger,ksator_labmgmt_qfx10k2_junos173.set,228
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN867,saidvandeklundert_snmpv3_junos172.set,848
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN801,saidvandeklundert_snmpv3_junos172.set,611
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN826,saidvandeklundert_snmpv3_junos172.set,804
eval,,unclear,0.99,set interfaces et-0/0/30 unit 0 family iso,ksator_labmgmt_qfx10k2_junos173.set,75
eval,,unclear,0.99,set identity-based-route '',user_contrib_fg100e_fos7213.conf,32322
eval,,unclear,0.99,"config system replacemsg webproxy ""ztna-matched-deny-policy""",kevinguenay_fgt_70g_branch.conf,688
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN709,saidvandeklundert_snmpv3_junos172.set,781
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN684,saidvandeklundert_snmpv3_junos172.set,504
train,,unclear,0.99,"set [ find default-name=ether4 ] advertise=""10M-baseT-half,10M-baseT-full,100M-\",user_contrib_crs310_ros7.rsc,65
train,,unclear,0.99,config extension-controller fortigate-profile,user_contrib_fg100e_fos7213.conf,34361
train,,unclear,0.99,action. Any use of this system constitutes consent to,user_contrib_fg100e_fos7213.conf,7157
train,,unclear,0.99,set routing-instances Tenant-A-2 interface ge-0/0/9.0,tsg8139_evpn_leaf_dhcpv6_junos232.set,56
eval,,unclear,0.99,ip address virtual 10.1.100.1/24 secondary,batfish_eos_evpn_vlan_based_leaf.txt,156
train,,unclear,0.99,set interfaces xe-0/0/2 unit 0 family ethernet-switching vlan members V2021,ksator_labmgmt_ex4550_junos151.set,42
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN801,saidvandeklundert_snmpv3_junos172.set,166
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members V2024,ksator_labmgmt_qfx10k2_junos173.set,95
eval,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN846,saidvandeklundert_snmpv3_junos172.set,461
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN802,saidvandeklundert_snmpv3_junos172.set,523
train,,unclear,0.99,add action=mark-connection chain=prerouting connection-bytes=5000000-0 connection-mark=HTTP connection-rate=2M-100M new-connection-mark=HTTP_BIG passthrough=yes protocol=tcp,routeros_diff_verbose_export.rsc,325
train,,unclear,0.99,ip address 192.168.123.8/32,batfish_duplicateprivate_eos4211.txt,52
train,,unclear,0.99,"edit ""Yahoo-Outbound_Email""",kevinguenay_fgt_70g_branch.conf,1121
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN857,saidvandeklundert_snmpv3_junos172.set,834
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN819,saidvandeklundert_snmpv3_junos172.set,710
train,,unclear,0.99,set interfaces lo0 unit 3 family inet6 address fd20:10:254:31::5/128,ksator_labmgmt_qfx10k2_junos173.set,139
train,,unclear,0.99,so the kitchen-sink documents the on-the-wire shape for when,kitchen_sink.xml,264
eval,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN891,saidvandeklundert_snmpv3_junos172.set,749
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN800,saidvandeklundert_snmpv3_junos172.set,521
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN860,saidvandeklundert_snmpv3_junos172.set,837
eval,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN814,saidvandeklundert_snmpv3_junos172.set,794
train,,unclear,0.99,set category 83,kevinguenay_fgt_70g_branch.conf,9837
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN820,saidvandeklundert_snmpv3_junos172.set,266
train,,unclear,0.99,set security policies from-zone HA-ICL to-zone HA-ICL policy ANY-ANY match destination-address any,jnprautomate_mnha_vsrx_a_junos.set,253
train,,unclear,0.99,set policy-options policy-statement SNAT-POOL-COMMON-203 term 10 from prefix-list SNAT-POOL-COMMON-203,jnprautomate_mnha_vsrx_a_junos.set,526
train,,unclear,0.99,"set category ""Web Proxy""",kevinguenay_fgt_70g_branch.conf,8867
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN822,saidvandeklundert_snmpv3_junos172.set,357
eval,,unclear,0.99,set routing-instances ISP-2 routing-options static route 10.0.0.3/32 next-hop 192.168.98.1,jnprautomate_mnha_vsrx_a_junos.set,571
train,,unclear,0.99,"set profiles virus Outbound-AV mlav-engine-filebased-enabled ""PowerShell Script 1"" mlav-policy-action enable",iron_skillet_panos_full.conf,464
train,,unclear,0.99,set policy-options policy-statement MNHA_ROUTE_POLICY_ISP term 15 then next-hop 192.168.99.129,jnprautomate_mnha_vsrx_a_junos.set,494
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN899,saidvandeklundert_snmpv3_junos172.set,557
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN835,saidvandeklundert_snmpv3_junos172.set,454
train,,unclear,0.99,set routing-instances RTR_C instance-type virtual-router,kitchen_sink.set,168
train,,unclear,0.99,set deviceconfig system dns-setting servers secondary 8.8.4.4,iron_skillet_panorama_full.conf,18
train,,unclear,0.99,snmp-server community dummycommunity RO SystemOwner customer-snmp,batfish_cisco_snmp.txt,17
train,,unclear,0.99,"set [ find default-name=ether2 ] comment=""LAN Access""",taqavi_initial_provisioning.rsc,34
train,,unclear,0.99,ip address virtual 10.1.40.1/24,batfish_labval_dc1_leaf2a_eos4230.txt,235
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN708,saidvandeklundert_snmpv3_junos172.set,335
train,,unclear,0.99,set routing-type 0,user_contrib_fg100e_fos7213.conf,21353
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN894,saidvandeklundert_snmpv3_junos172.set,576
train,,unclear,0.99,set routing-instances TENANT-A interface ge-0/0/3.0,batfish_evpntype5_router1_junos2541.set,86
eval,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN820,saidvandeklundert_snmpv3_junos172.set,622
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN866,saidvandeklundert_snmpv3_junos172.set,758
train,,unclear,0.99,set filter-type pattern,user_contrib_fg100e_fos7213.conf,26640
eval,,unclear,0.99,"set [ find default=yes ] comment=""counters and limits for trial users"" \",user_contrib_crs310_ros7.rsc,555
eval,,unclear,0.99,ip address 10.14.14.1 255.255.255.0,cml_basic_forwarding_iosv_r1_ospf.txt,43
train,,unclear,0.99,set routing-instances HA-ICD instance-type virtual-router,jnprautomate_mnha_vsrx_a_junos.set,566
train,,unclear,0.99,set deviceconfig setting ctd tcp-bypass-exceed-queue no,iron_skillet_panos_full.conf,56
eval,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN865,saidvandeklundert_snmpv3_junos172.set,846
train,,unclear,0.99,set interfaces fxp0 unit 0 family inet6 address 2001:db8::2/64,batfish_evpntype5_router1_junos2541.set,23
train,,unclear,0.99,ip address 10.83.28.122/22,ksator_dcs_7150s64_eos4224.txt,243
eval,,unclear,0.99,"set [ find default-name=ether1 ] advertise=""10M-baseT-half,10M-baseT-full,100M-\",user_contrib_crs310_ros7.rsc,44
eval,,unclear,0.99,set interfaces xe-0/0/2 unit 0 family ethernet-switching port-mode trunk,ksator_labmgmt_ex4550_junos151.set,41
train,,unclear,0.99,set policy-options policy-statement export-to-edge term tenant-a-subnets then accept,batfish_evpntype5_router1_junos2541.set,51
train,,unclear,0.99,config web-proxy url-match,user_contrib_fg100e_fos7213.conf,26358
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN819,saidvandeklundert_snmpv3_junos172.set,265
train,,unclear,0.99,config switch-controller lldp-settings,user_contrib_fg100e_fos7213.conf,33714
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN890,saidvandeklundert_snmpv3_junos172.set,762
eval,,unclear,0.99,set interfaces xe-0/0/1 unit 0 family ethernet-switching port-mode trunk,ksator_labmgmt_ex4550_junos151.set,36
train,,unclear,0.99,set policy-options policy-statement vni20100-EXPORT term EVPN from rib DCI-VRF.evpn.0,ksator_labmgmt_qfx10k2_junos173.set,266
train,,unclear,0.99,set policy-options policy-statement PROD-S2S-VPN term 10 then accept,jnprautomate_mnha_vsrx_a_junos.set,519
eval,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN741,saidvandeklundert_snmpv3_junos172.set,698
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN892,saidvandeklundert_snmpv3_junos172.set,572
train,,unclear,0.99,set vlan-identity name,user_contrib_fg100e_fos7213.conf,34096
eval,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN811,saidvandeklundert_snmpv3_junos172.set,346
