split,label,model_guess,confidence,line,source_file,line_no,auto
eval,unclear,unclear,0.99,ntp server 10.2.120.98 prefer,aoscx_dcn_arch4_core1_1.cfg,11,default
train,unclear,unclear,0.99,snmp-server tcp-session auth,batfish_cisco_snmp.txt,96,rule
train,unclear,unclear,0.99,ipv4 address 10.1.1.3 255.255.255.0,xrdtools_sr_xrd1.cfg,51,default
eval,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN851,saidvandeklundert_snmpv3_junos172.set,643,default
train,unclear,unclear,0.99,"edit ""Netflix-Outbound_Email""",kevinguenay_fgt_70g_branch.conf,1553,rule
train,unclear,unclear,0.99,set interfaces lo0 unit 0 family inet address 172.16.0.1/32,kitchen_sink.set,90,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN852,saidvandeklundert_snmpv3_junos172.set,842,default
train,unclear,unclear,0.99,set security zones security-zone RA-VPN interfaces st0.100,jnprautomate_mnha_vsrx_a_junos.set,366,default
eval,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN862,saidvandeklundert_snmpv3_junos172.set,845,default
train,unclear,unclear,0.99,set auto-upgrade=no boot-device=nand-if-fail-then-ethernet boot-protocol=bootp force-backup-booter=no protected-routerboot=disabled reformat-hold-button=20s reformat-hold-button-max=10m silent-boot=no,routeros_diff_verbose_export.rsc,453,default
train,unclear,unclear,0.99,"set comments ""This certificate is embedded in the hardware at the factory and is unique to this unit. """,kevinguenay_fgt_70g_branch.conf,9071,default
train,unclear,unclear,0.99,vrf forwarding management,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,182,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN861,saidvandeklundert_snmpv3_junos172.set,310,default
train,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN698,saidvandeklundert_snmpv3_junos172.set,685,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN858,saidvandeklundert_snmpv3_junos172.set,301,default
eval,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN802,saidvandeklundert_snmpv3_junos172.set,434,default
train,unclear,unclear,0.99,"set profiles virus Alert-Only-AV mlav-engine-filebased-enabled ""PowerShell Script 1"" mlav-policy-action enable(alert-only)",iron_skillet_panos_full.conf,439,rule
eval,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN740,saidvandeklundert_snmpv3_junos172.set,252,default
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN851,saidvandeklundert_snmpv3_junos172.set,198,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN842,saidvandeklundert_snmpv3_junos172.set,829,default
train,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN850,saidvandeklundert_snmpv3_junos172.set,729,default
train,SKIP,unclear,0.99,! DNS and NTP,azlocal_tor1.txt,367,rule
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN900,saidvandeklundert_snmpv3_junos172.set,202,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN894,saidvandeklundert_snmpv3_junos172.set,487,default
eval,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN892,saidvandeklundert_snmpv3_junos172.set,216,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN713,saidvandeklundert_snmpv3_junos172.set,785,default
eval,unclear,unclear,0.99,set deviceconfig system config-bundle-export-schedule Recommended_Config_Export start-time 02:00,iron_skillet_panorama_full.conf,56,rule
eval,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN863,saidvandeklundert_snmpv3_junos172.set,226,default
train,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN840,saidvandeklundert_snmpv3_junos172.set,723,default
eval,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN800,saidvandeklundert_snmpv3_junos172.set,432,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN858,saidvandeklundert_snmpv3_junos172.set,657,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN861,saidvandeklundert_snmpv3_junos172.set,666,default
eval,unclear,unclear,0.99,set profiles vulnerability Inbound-VP rules Default-Low-Info severity [ low informational ],iron_skillet_panos_full.conf,571,default
train,unclear,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN830,saidvandeklundert_snmpv3_junos172.set,541,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN741,saidvandeklundert_snmpv3_junos172.set,787,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN740,saidvandeklundert_snmpv3_junos172.set,608,default
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN849,saidvandeklundert_snmpv3_junos172.set,197,default
train,unclear,unclear,0.99,config constraint,kevinguenay_fgt_70g_branch.conf,11739,default
eval,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN861,saidvandeklundert_snmpv3_junos172.set,221,default
train,unclear,unclear,0.99,config wireless-controller nac-profile,user_contrib_fg100e_fos7213.conf,34345,rule
eval,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN899,saidvandeklundert_snmpv3_junos172.set,468,default
eval,unclear,unclear,0.99,config wireless-controller setting,kevinguenay_fgt_70g_branch.conf,12144,rule
train,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN859,saidvandeklundert_snmpv3_junos172.set,747,default
train,unclear,unclear,0.99,unset archive-log,user_contrib_fg100e_fos7213.conf,28969,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN801,saidvandeklundert_snmpv3_junos172.set,344,default
eval,SKIP,unclear,0.99,"# Snapshot: Junos 25.4R1.12 set-form EVPN Type-5 -- `set vlans <name> vxlan vni`, 4 IRB sub-interfaces + VRRP, routing-instances vrf RD/vrf-target, protocols evpn vxlan, bgp family evpn signaling. Type-5 routes parse-and-ignore.",batfish_evpntype5_router1_junos2541.set,3,rule
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN833,saidvandeklundert_snmpv3_junos172.set,296,default
eval,unclear,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN110,saidvandeklundert_snmpv3_junos172.set,503,default
train,unclear,unclear,0.99,set accept-redirects=no accept-source-route=no allow-fast-path=yes arp-timeout=30s icmp-rate-limit=10 icmp-rate-mask=0x1818 ip-forward=yes max-neighbor-entries=8192 route-cache=yes rp-filter=no secure-redirects=yes send-redirects=yes \,routeros_diff_verbose_export.rsc,226,rule
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN802,saidvandeklundert_snmpv3_junos172.set,790,default
train,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN893,saidvandeklundert_snmpv3_junos172.set,751,default
train,unclear,unclear,0.99,set template iron-skillet config mgt-config password-complexity minimum-special-characters 1,iron_skillet_panorama_full.conf,665,rule
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN703,saidvandeklundert_snmpv3_junos172.set,776,default
train,unclear,unclear,0.99,config wireless-controller arrp-profile,user_contrib_fg100e_fos7213.conf,34203,rule
train,unclear,unclear,0.99,config dh-group-2,user_contrib_fg100e_fos7213.conf,22044,default
eval,unclear,unclear,0.99,snmp-server tftp-server-list 8,batfish_cisco_snmp.txt,97,rule
eval,unclear,unclear,0.99,"config system replacemsg webproxy ""http-err""",kevinguenay_fgt_70g_branch.conf,664,rule
train,unclear,unclear,0.99,set policy-options policy-statement MNHA_ROUTE_POLICY term 20 then accept,jnprautomate_mnha_vsrx_a_junos.set,477,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN821,saidvandeklundert_snmpv3_junos172.set,801,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN829,saidvandeklundert_snmpv3_junos172.set,807,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN833,saidvandeklundert_snmpv3_junos172.set,652,default
train,SKIP,unclear,0.99,; Static routes (>=2 IPv4 + 1 IPv6 form via default-gateway + ip route),kitchen_sink.cfg,140,rule
train,unclear,unclear,0.99,set policy-options prefix-list VPN-SNAT-POOL-ISP-2 192.168.98.230/32,jnprautomate_mnha_vsrx_a_junos.set,428,default
eval,unclear,unclear,0.99,config switch-controller snmp-trap-threshold,user_contrib_fg100e_fos7213.conf,34147,rule
train,unclear,unclear,0.99,"set access address-assignment pool pool_ge_0_0_1_0 family inet dhcp-attributes domain-name ""lab.example.net""",kitchen_sink.set,210,default
eval,unclear,unclear,0.99,set interfaces em0 unit 0 family inet6 address 2001:db8:100::a/64,kitchen_sink.set,124,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN698,saidvandeklundert_snmpv3_junos172.set,240,default
train,unclear,unclear,0.99,apply access-list ip mgmt control-plane vrf default,canu_csm17_spine001_ipv6_vrf.cfg,163,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN850,saidvandeklundert_snmpv3_junos172.set,284,default
train,SKIP,unclear,0.99,# shared values used by device-groups and template-stacks,iron_skillet_panorama_full.conf,90,rule
eval,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN858,saidvandeklundert_snmpv3_junos172.set,212,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN831,saidvandeklundert_snmpv3_junos172.set,809,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN844,saidvandeklundert_snmpv3_junos172.set,814,default
train,unclear,unclear,0.99,aaa accounting network default,batfish_cisco_aaa.txt,32,rule
train,unclear,unclear,0.99,<synchronizerules>on</synchronizerules>,opnsense_docs_carp_ha_master.xml,698,rule
train,unclear,unclear,0.99,set routing-instances PROD interface ge-0/0/0.0,jnprautomate_mnha_vsrx_a_junos.set,621,default
eval,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN710,saidvandeklundert_snmpv3_junos172.set,248,default
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN740,saidvandeklundert_snmpv3_junos172.set,163,default
eval,unclear,unclear,0.99,"address ""192.168.1.1/24""",houdev_vyos_dhcpv6_pd_client.conf,160,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN840,saidvandeklundert_snmpv3_junos172.set,278,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN892,saidvandeklundert_snmpv3_junos172.set,483,default
train,unclear,unclear,0.99,"config system replacemsg utm ""client-file-size-html""",kevinguenay_fgt_70g_branch.conf,896,rule
eval,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN900,saidvandeklundert_snmpv3_junos172.set,469,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN698,saidvandeklundert_snmpv3_junos172.set,596,default
eval,unclear,unclear,0.99,set host-type any,user_contrib_fg100e_fos7213.conf,15007,default
train,unclear,unclear,0.99,set interfaces lo0 unit 2 family inet address 10.254.21.5/32,ksator_labmgmt_qfx10k2_junos173.set,134,default
eval,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN863,saidvandeklundert_snmpv3_junos172.set,493,default
eval,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN856,saidvandeklundert_snmpv3_junos172.set,833,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN850,saidvandeklundert_snmpv3_junos172.set,640,default
train,unclear,unclear,0.99,"edit ""Tencent-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,2684,rule
train,unclear,unclear,0.99,config log tacacs+accounting3 setting,user_contrib_fg100e_fos7213.conf,30864,default
train,unclear,unclear,0.99,"<interfaces xmlns=""http://openconfig.net/yang/interfaces"">",kitchen_sink.xml,38,rule
train,unclear,unclear,0.99,"edit ""Baidu-Outbound_Email""",kevinguenay_fgt_70g_branch.conf,2834,rule
train,unclear,unclear,0.99,"add bucket-size=0.1 burst-limit=0 burst-threshold=0 burst-time=0s disabled=no limit-at=0 max-limit=0 name=""2. DNS"" packet-mark=DNS parent=DOWN priority=2 queue=default",routeros_diff_verbose_export.rsc,149,default
train,unclear,unclear,0.99,ip address virtual source-nat vrf Tenant_A_APP_Zone address 10.255.3.4,batfish_labval_dc1_leaf2a_eos4230.txt,290,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN841,saidvandeklundert_snmpv3_junos172.set,828,default
train,SKIP,unclear,0.99,# top-level interface lines that follow add IP addresses on top.  The,kitchen_sink.set,57,rule
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN849,saidvandeklundert_snmpv3_junos172.set,464,default
train,unclear,unclear,0.99,"edit ""Skyfii-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,5375,rule
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN710,saidvandeklundert_snmpv3_junos172.set,604,default
eval,unclear,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN101,saidvandeklundert_snmpv3_junos172.set,500,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN840,saidvandeklundert_snmpv3_junos172.set,634,default
train,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN699,saidvandeklundert_snmpv3_junos172.set,684,default
eval,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN999,saidvandeklundert_snmpv3_junos172.set,738,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN820,saidvandeklundert_snmpv3_junos172.set,355,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN859,saidvandeklundert_snmpv3_junos172.set,302,default
train,unclear,unclear,0.99,set 10 kind=pfifo name=default-small pfifo-limit=10,routeros_diff_verbose_export.rsc,134,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN893,saidvandeklundert_snmpv3_junos172.set,306,default
train,unclear,unclear,0.99,snmp-server community privateRW RW,kitchen_sink.txt,202,rule
train,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN101,saidvandeklundert_snmpv3_junos172.set,678,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN851,saidvandeklundert_snmpv3_junos172.set,465,default
train,unclear,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN310,saidvandeklundert_snmpv3_junos172.set,683,default
train,unclear,unclear,0.99,set routing-instances CUSTOMERS interface ge-0/0/1.0,batfish_l3vpn_pe1_junos2541.set,24,default
eval,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN833,saidvandeklundert_snmpv3_junos172.set,207,default
train,unclear,unclear,0.99,ip address 10.32.0.2/24,kitchen_sink.cfg,48,default
train,unclear,unclear,0.99,basic-rates-b=1Mbps bridge-mode=enabled channel-width=20mhz compression=no country=etsi default-ap-tx-limit=0 default-authentication=yes default-client-tx-limit=0 default-forwarding=yes disable-running-check=no disabled=yes \,routeros_diff_verbose_export.rsc,58,rule
train,unclear,unclear,0.99,ip address 192.168.1.12/16,canu_sw-leaf-bmc-001.cfg,9,default
train,unclear,unclear,0.99,"set [ find default-name=ether3 ] comment=""WAN Primary""",taqavi_initial_provisioning.rsc,35,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN859,saidvandeklundert_snmpv3_junos172.set,658,default
train,unclear,unclear,0.99,"default-router ""192.168.20.1""",hpe_community_2930f_wc1610_dhcp_server.cfg,55,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN713,saidvandeklundert_snmpv3_junos172.set,340,default
train,unclear,unclear,0.99,set deviceconfig setting management max-rows-in-csv-export 1048576,iron_skillet_panorama_full.conf,63,default
train,unclear,ssh_enabled:true,0.99,set groups POC_Lab system services ssh protocol-version v2,ksator_labmgmt_ex4550_junos151.set,17,rule
train,unclear,password_encryption:none,0.99,no password <redacted>,nautobot_gc_nxos_snmp_spine01_nxos933.txt,109,REVIEW
eval,unclear,unclear,0.99,"edit ""Content_Archive""",user_contrib_fg100e_fos7213.conf,26757,rule
eval,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN893,saidvandeklundert_snmpv3_junos172.set,662,default
eval,unclear,unclear,0.99,ip name-server vrf default 10.83.28.52,ksator_dcs_7150s64_eos4224.txt,22,default
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN698,saidvandeklundert_snmpv3_junos172.set,151,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN819,saidvandeklundert_snmpv3_junos172.set,354,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN854,saidvandeklundert_snmpv3_junos172.set,831,default
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN850,saidvandeklundert_snmpv3_junos172.set,195,default
train,unclear,unclear,0.99,ntp server 10.2.120.99 prefer,aoscx_dcn_arch4_core1_1.cfg,12,default
train,unclear,unclear,0.99,spanning-tree link-type auto,batfish_cisco_interface.txt,230,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN861,saidvandeklundert_snmpv3_junos172.set,488,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN858,saidvandeklundert_snmpv3_junos172.set,479,default
train,unclear,unclear,0.99,config casb saas-application,kevinguenay_fgt_70g_branch.conf,11802,default
train,unclear,unclear,0.99,set policy-options policy-statement vni20200-EXPORT term DIRECT from route-filter 0.0.0.0/0 prefix-length-range /16-/16,ksator_labmgmt_qfx10k2_junos173.set,274,default
train,unclear,unclear,0.99,ip address 192.168.2.27 255.255.255.0,hpe_community_2930f_wc1607_intervlan.cfg,35,default
eval,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN740,saidvandeklundert_snmpv3_junos172.set,430,default
eval,unclear,unclear,0.99,config wanopt content-delivery-network-rule,kevinguenay_fgt_vm_hub.conf,7500,default
eval,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN710,saidvandeklundert_snmpv3_junos172.set,159,default
eval,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN813,saidvandeklundert_snmpv3_junos172.set,793,default
eval,unclear,unclear,0.99,set security policies global policy DEFAULT-INET then permit application-services anti-virus-policy FB-AV-PROFILE,jnprautomate_mnha_vsrx_a_junos.set,307,default
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN840,saidvandeklundert_snmpv3_junos172.set,189,default
train,unclear,unclear,0.99,ip address 192.168.0.27 255.255.255.0,hpe_community_2930f_wc1607_intervlan.cfg,56,default
train,unclear,unclear,0.99,set policy-options policy-statement EVPN-T5-EXPORT term DIRECT from route-filter 0.0.0.0/0 prefix-length-range /16-/16,ksator_labmgmt_qfx10k2_junos173.set,192,default
eval,unclear,unclear,0.99,ip default-gateway 192.168.10.1,aruba_central_5memberstack_rendered.cfg,24,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN699,saidvandeklundert_snmpv3_junos172.set,239,default
train,unclear,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN999,saidvandeklundert_snmpv3_junos172.set,293,default
eval,unclear,unclear,0.99,ip address virtual source-nat vrf Tenant_A_OP_Zone address 10.255.1.4,batfish_labval_dc1_leaf2a_eos4230.txt,292,default
train,unclear,unclear,0.99,ip address 192.0.2.3/32,networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,236,default
train,unclear,unclear,0.99,config header-item,kevinguenay_fgt_vm_hub.conf,12381,default
train,unclear,unclear,0.99,set routing-instances PROD interface ge-0/0/1.0,jnprautomate_mnha_vsrx_a_junos.set,622,default
train,unclear,unclear,0.99,set summary-proto smtp pop3 imap http-get http-post ftp nntp,user_contrib_fg100e_fos7213.conf,26755,rule
eval,unclear,unclear,0.99,set policy-options prefix-list VPN-SNAT-POOL-ISP-1 192.168.99.230/32,jnprautomate_mnha_vsrx_a_junos.set,425,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN703,saidvandeklundert_snmpv3_junos172.set,331,default
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN859,saidvandeklundert_snmpv3_junos172.set,213,default
train,unclear,unclear,0.99,ip address 1.1.1.1 255.255.255.0,racc_csr1000v_iosxe169_bgp_ospf.txt,198,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN839,saidvandeklundert_snmpv3_junos172.set,811,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN866,saidvandeklundert_snmpv3_junos172.set,402,default
eval,unclear,unclear,0.99,config system speed-test-setting,user_contrib_fg100e_fos7213.conf,21361,default
train,unclear,unclear,0.99,"log=no log-prefix="""" new-packet-mark=PS4 !nth !out-bridge-port !out-bridge-port-list !out-interface !out-interface-list !packet-mark !packet-size passthrough=no !per-connection-classifier !port !priority !protocol !psd !random \",routeros_diff_verbose_export.rsc,306,rule
train,unclear,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN893,saidvandeklundert_snmpv3_junos172.set,217,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN891,saidvandeklundert_snmpv3_junos172.set,393,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN836,saidvandeklundert_snmpv3_junos172.set,822,default
eval,SKIP,unclear,0.99,# Default Route to Firewall,azsupport_TOR1_Sample.cfg,302,rule
eval,unclear,unclear,0.99,set routing-instances DCI-VRF interface xe-0/0/6:2.100,ksator_labmgmt_qfx10k2_junos173.set,329,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN833,saidvandeklundert_snmpv3_junos172.set,474,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN898,saidvandeklundert_snmpv3_junos172.set,850,default
train,unclear,unclear,0.99,set interfaces irb unit 2024 family inet address 10.224.0.5/16 virtual-gateway-address 10.224.0.1,ksator_labmgmt_qfx10k2_junos173.set,116,default
train,unclear,unclear,0.99,set ngfw-mode profile-based,user_contrib_fg100e_fos7213.conf,22196,default
train,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN699,saidvandeklundert_snmpv3_junos172.set,595,default
eval,unclear,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN999,saidvandeklundert_snmpv3_junos172.set,649,default
train,unclear,unclear,0.99,set ocsp-default-server '',user_contrib_fg100e_fos7213.conf,25969,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN848,saidvandeklundert_snmpv3_junos172.set,815,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN890,saidvandeklundert_snmpv3_junos172.set,406,default
train,unclear,unclear,0.99,"edit ""Yandex-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,4700,rule
train,unclear,unclear,0.99,set interfaces vme unit 0 family inet address 10.30.0.22/8,saidvandeklundert_snmpv3_junos172.set,870,default
train,unclear,unclear,0.99,ip address 10.255.251.4/31,batfish_eos_evpn_vlan_based_leaf.txt,185,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN698,saidvandeklundert_snmpv3_junos172.set,418,default
train,unclear,unclear,0.99,set 1 kind=pfifo name=ethernet-default pfifo-limit=50,routeros_diff_verbose_export.rsc,123,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN850,saidvandeklundert_snmpv3_junos172.set,462,default
train,unclear,unclear,0.99,"set profiles virus Inbound-AV mlav-engine-filebased-enabled ""Executable Linked Format"" mlav-policy-action enable",iron_skillet_panos_full.conf,491,rule
train,unclear,unclear,0.99,set profiles spyware Inbound-AS rules Default-Low-Info severity [ low informational ],iron_skillet_panos_full.conf,277,default
train,unclear,unclear,0.99,"edit ""Quovadisglobal-Outbound_Email""",kevinguenay_fgt_70g_branch.conf,5282,rule
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN710,saidvandeklundert_snmpv3_junos172.set,426,default
train,unclear,unclear,0.99,ip address 192.0.2.1/31,kitchen_sink.cfg,78,default
train,unclear,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN840,saidvandeklundert_snmpv3_junos172.set,456,default
eval,logging_enabled:true,logging_enabled:true,0.99,logging level acllog 3,batfish_cisco_logging.txt,59,rule
train,unclear,unclear,0.99,set access address-assignment pool 192_168_2_0-24 family inet xauth-attributes primary-dns 192.168.99.100/32,jnprautomate_mnha_vsrx_a_junos.set,553,default
eval,unclear,unclear,0.99,set access address-assignment pool 192_168_3_0-24 family inet xauth-attributes primary-dns 192.168.99.100/32,jnprautomate_mnha_vsrx_a_junos.set,556,default
train,unclear,unclear,0.99,set access address-assignment pool 192_168_4_0-24 family inet xauth-attributes primary-dns 192.168.99.100/32,jnprautomate_mnha_vsrx_a_junos.set,559,default
train,unclear,unclear,0.99,set access address-assignment pool 192_168_5_0-24 family inet xauth-attributes primary-dns 192.168.99.100/32,jnprautomate_mnha_vsrx_a_junos.set,562,default
train,unclear,unclear,0.99,ip address virtual 10.1.41.1/24,batfish_labval_dc1_leaf2a_eos4230.txt,240,default
eval,unclear,unclear,0.99,ip address 192.168.20.1/24,aruba_central_5memberstack_rendered.cfg,141,default
train,unclear,unclear,0.99,set security zones security-zone DMZ interfaces ge-0/0/3.0,jnprautomate_mnha_vsrx_a_junos.set,336,default
eval,unclear,unclear,0.99,spanning-tree config-revision 1,canu_csm17_spine001_ipv6_vrf.cfg,119,default
train,unclear,unclear,0.99,set deviceconfig setting session packet-buffer-protection-latency-block-countdown 500,iron_skillet_panos_full.conf,89,default
train,unclear,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN684,saidvandeklundert_snmpv3_junos172.set,771,default
train,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN702,saidvandeklundert_snmpv3_junos172.set,330,default
eval,unclear,unclear,0.99,set security nat static rule-set STATIC-NAT rule PUB-STATIC-HOSTING then static-nat prefix 192.168.97.100/32,jnprautomate_mnha_vsrx_a_junos.set,240,default
eval,unclear,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN741,saidvandeklundert_snmpv3_junos172.set,342,default
